Region/Country/Area,Land,Year,Series,Value,Footnotes,Source
11,Western Africa,2010,Permanent crops (% of total land area),2.7000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2010,Forest cover (% of total land area),11.6000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Land area (thousand hectares),606406.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Arable land (thousand hectares),85789.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Permanent crops (thousand hectares),16123.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Forest cover (thousand hectares),66417.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Arable land (% of total land area),14.1000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Permanent crops (% of total land area),2.7000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
11,Western Africa,2016,Forest cover (% of total land area),11.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Land area (thousand hectares),3880553.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Arable land (thousand hectares),367909.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Permanent crops (thousand hectares),29413.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Forest cover (thousand hectares),1616564.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Arable land (% of total land area),9.5000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Permanent crops (% of total land area),0.8000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2005,Forest cover (% of total land area),41.7000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Land area (thousand hectares),3879103.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Arable land (thousand hectares),364012.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Permanent crops (thousand hectares),27990.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Forest cover (thousand hectares),1602412.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Arable land (% of total land area),9.4000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Permanent crops (% of total land area),0.7000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2010,Forest cover (% of total land area),41.3000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Land area (thousand hectares),3878861.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Arable land (thousand hectares),371240.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Permanent crops (thousand hectares),27734.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Forest cover (thousand hectares),1590712.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Arable land (% of total land area),9.6000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Permanent crops (% of total land area),0.7000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
19,Americas,2016,Forest cover (% of total land area),41.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Land area (thousand hectares),1866616.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Arable land (thousand hectares),210384.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Permanent crops (thousand hectares),9573.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Forest cover (thousand hectares),652337.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Arable land (% of total land area),11.3000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Permanent crops (% of total land area),0.5000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Forest cover (% of total land area),34.9000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),21.8300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
21,Northern America,2010,Land area (thousand hectares),1865166.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Arable land (thousand hectares),199327.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Permanent crops (thousand hectares),7621.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Forest cover (thousand hectares),656026.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Arable land (% of total land area),10.7000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Permanent crops (% of total land area),0.4000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Forest cover (% of total land area),35.2000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),25.5000,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
21,Northern America,2016,Land area (thousand hectares),1865166.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Arable land (thousand hectares),196031.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Permanent crops (thousand hectares),7244.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Forest cover (thousand hectares),657396.0000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Arable land (% of total land area),10.5000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Permanent crops (% of total land area),0.4000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Forest cover (% of total land area),35.2000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
21,Northern America,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),26.2300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
21,Northern America,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),26.2300,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
419,Latin America & the Caribbean,2005,Land area (thousand hectares),2013936.0000,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Arable land (thousand hectares),157525.0000,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Permanent crops (thousand hectares),19840.0000,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Forest cover (thousand hectares),964227.0000,Calculated by the UN Statistics Division.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
419,Latin America & the Caribbean,2005,Arable land (% of total land area),7.8000,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
