Region/Country/Area,Population employed in research and development (R&D),Year,Series,Value,Footnotes,Source
233,Estonia,2015,R & D personnel: Technicians - total (number in full-time equivalent),888.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
233,Estonia,2015,R & D personnel: Technicians - women (number in full-time equivalent),428.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
233,Estonia,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),561.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
233,Estonia,2015,R & D personnel: Other supporting staff - women (number in full-time equivalent),392.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
233,Estonia,2016,R & D personnel: Total (number in full-time equivalent),5771.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
233,Estonia,2016,R & D personnel: Researchers - total (number in full-time equivalent),4338.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2005,R & D personnel: Total (number in full-time equivalent),5112.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2005,R & D personnel: Researchers - total (number in full-time equivalent),1608.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2005,R & D personnel: Researchers - women (number in full-time equivalent),111.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2005,R & D personnel: Technicians - total (number in full-time equivalent),779.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),2725.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2007,R & D personnel: Total (number in full-time equivalent),6051.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2007,R & D personnel: Researchers - total (number in full-time equivalent),1615.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2007,R & D personnel: Researchers - women (number in full-time equivalent),125.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2007,R & D personnel: Technicians - total (number in full-time equivalent),978.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2007,R & D personnel: Other supporting staff - total (number in full-time equivalent),3458.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2010,R & D personnel: Total (number in full-time equivalent),8282.0000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2010,R & D personnel: Researchers - total (number in full-time equivalent),3701.0000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2010,R & D personnel: Technicians - total (number in full-time equivalent),1441.0000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),3140.0000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2013,R & D personnel: Total (number in full-time equivalent),11501.1230,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
231,Ethiopia,2013,R & D personnel: Researchers - total (number in full-time equivalent),4266.7230,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
