Region/Country/Area,Gross domestic expenditure on research and development (R&D),Year,Series,Value,Footnotes,Source
496,Mongolia,2010,Gross domestic expenditure on R & D: Higher education (%),1.5000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
496,Mongolia,2010,Gross domestic expenditure on R & D: Funds from abroad (%),4.2000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
496,Mongolia,2010,Gross domestic expenditure on R & D: Not distributed (%),25.9000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
496,Mongolia,2016,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
496,Mongolia,2016,Gross domestic expenditure on R & D: Business enterprises (%),4.9000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
496,Mongolia,2016,Gross domestic expenditure on R & D: Government (%),86.3000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
496,Mongolia,2016,Gross domestic expenditure on R & D: Higher education (%),3.7000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
496,Mongolia,2016,Gross domestic expenditure on R & D: Private non-profit (%),0.8000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
496,Mongolia,2016,Gross domestic expenditure on R & D: Funds from abroad (%),2.1000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
496,Mongolia,2016,Gross domestic expenditure on R & D: Not distributed (%),2.1000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2007,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,Gross domestic expenditure on R & D: Business enterprises (%),29.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,Gross domestic expenditure on R & D: Government (%),57.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,Gross domestic expenditure on R & D: Higher education (%),6.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,Gross domestic expenditure on R & D: Private non-profit (%),0.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
499,Montenegro,2015,Gross domestic expenditure on R & D: Funds from abroad (%),5.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2003,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2003,Gross domestic expenditure on R & D: Business enterprises (%),12.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2003,Gross domestic expenditure on R & D: Government (%),40.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2003,Gross domestic expenditure on R & D: Higher education (%),47.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,Gross domestic expenditure on R & D: Business enterprises (%),29.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,Gross domestic expenditure on R & D: Government (%),23.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,Gross domestic expenditure on R & D: Higher education (%),45.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
504,Morocco,2010,Gross domestic expenditure on R & D: Funds from abroad (%),1.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2002,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.4000,Overestimated or based on overestimated data.;S&T budget instead of R&D expenditure.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2002,Gross domestic expenditure on R & D: Government (%),34.7000,Overestimated or based on overestimated data.;S&T budget instead of R&D expenditure.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2002,Gross domestic expenditure on R & D: Funds from abroad (%),65.3000,Overestimated or based on overestimated data.;S&T budget instead of R&D expenditure.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.4000,Break in the time series.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2010,Gross domestic expenditure on R & D: Government (%),18.8000,Including higher education.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2010,Gross domestic expenditure on R & D: Private non-profit (%),3.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2010,Gross domestic expenditure on R & D: Funds from abroad (%),78.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,Gross domestic expenditure on R & D: Business enterprises (%),0.5000,Partial data.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,Gross domestic expenditure on R & D: Government (%),43.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
508,Mozambique,2015,Gross domestic expenditure on R & D: Higher education (%),13.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
